listing_ID,status_Text,Address,Bedrooms,Bathrooms,Lat,Long,LivingArea,HomeType,BrokerName,BrokerPhone,Detail_URL,Image,Price
216018654,House for sale,"393 Eagleville Rd, Shushan, NY 12873",4,2.0,43.094852,-73.319829,2220,SINGLE_FAMILY,Listing by: Keller Williams Capital Dist,518-693-1080,https://www.zillow.com/homedetails/393-Eagleville-Rd-Shushan-NY-12873/216018654_zpid/,https://photos.zillowstatic.com/fp/3757e8610463f4e806ee30704389aede-p_e.jpg,"$264,900"
31886051,House for sale,"59 Gannett Rd, Farmington, NY 14425",4,2.0,42.977394,-77.35133,1624,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester,585-362-8900,https://www.zillow.com/homedetails/59-Gannett-Rd-Farmington-NY-14425/31886051_zpid/,https://photos.zillowstatic.com/fp/39b50bafba0c3d65a727e797294d4c4d-p_e.jpg,"$189,900"
2070785477,House for sale,"20 Old North Rd, Cleveland, NY 13042",2,2.0,43.248766,-75.873468,1278,SINGLE_FAMILY,"Listing by: Scripa Group, LLC",315-452-1200,https://www.zillow.com/homedetails/20-Old-North-Rd-Cleveland-NY-13042/2070785477_zpid/,https://photos.zillowstatic.com/fp/d23cd731bb1b842dbe8f2926525b6472-p_e.jpg,"$119,000"
98039577,House for sale,"82 Kennedy Ct, Lancaster, NY 14086",4,3.0,42.922946,-78.67801,2362,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA,716-652-1234,https://www.zillow.com/homedetails/82-Kennedy-Ct-Lancaster-NY-14086/98039577_zpid/,https://photos.zillowstatic.com/fp/735671b07b60c8a26a6bd5410cff5eb4-p_e.jpg,"$299,900"
30077856,House for sale,"1046 Beers Brook Rd, Walton, NY 13856",4,2.0,42.123171,-75.144425,2000,SINGLE_FAMILY,"Listing by: Bordinger Realty, LLC",N/A,https://www.zillow.com/homedetails/1046-Beers-Brook-Rd-Walton-NY-13856/30077856_zpid/,https://photos.zillowstatic.com/fp/70ae61eee7ed419b4cf029861a9d8eec-p_e.jpg,"$174,900"
30967368,House for sale,"1751 Erie Station Rd, Henrietta, NY 14467",3,3.0,43.039374,-77.617341,1738,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-279-8200,https://www.zillow.com/homedetails/1751-Erie-Station-Rd-Henrietta-NY-14467/30967368_zpid/,https://photos.zillowstatic.com/fp/aaabb79a35b3e9ffc15423ce2c93d4a6-p_e.jpg,"$175,000"
32252633,House for sale,"32 Lake Shore Circle Dr, Nassau, NY 12123",4,2.0,42.537855,-73.600127,1060,SINGLE_FAMILY,Listing by: Miranda Real Estate Group Inc,518-356-1701,https://www.zillow.com/homedetails/32-Lake-Shore-Circle-Dr-Nassau-NY-12123/32252633_zpid/,https://photos.zillowstatic.com/fp/7cb4e3a6f6557b64c188cd21cf4b0844-p_e.jpg,"$90,000"
30965494,House for sale,"199 Erie Station Rd, West Henrietta, NY 14586",4,3.0,43.03907,-77.687887,1728,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester,585-362-8900,https://www.zillow.com/homedetails/199-Erie-Station-Rd-West-Henrietta-NY-14586/30965494_zpid/,https://photos.zillowstatic.com/fp/a73bf9f0af2801d4a009017fd929c34e-p_e.jpg,"$199,900"
32830280,House for sale,"104 E Main St, Trumansburg, NY 14886",3,2.0,42.539662,-76.655715,1464,SINGLE_FAMILY,Listing by: Warren Real Estate Downtown Of,607-277-2660,https://www.zillow.com/homedetails/104-E-Main-St-Trumansburg-NY-14886/32830280_zpid/,https://photos.zillowstatic.com/fp/3046633fe43c5d774f3af885ff7c8ec4-p_e.jpg,"$197,000"
29697098,House for sale,"281 Osborne Rd, Loudonville, NY 12211",3,1.0,42.707115,-73.769088,1600,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA,518-380-3718,https://www.zillow.com/homedetails/281-Osborne-Rd-Loudonville-NY-12211/29697098_zpid/,https://photos.zillowstatic.com/fp/a8366c28f2392e1f3d764e8f52bf5024-p_e.jpg,"$199,700"
31739667,House for sale,"91 Oswego St, Baldwinsville, NY 13027",6,3.0,43.163552,-76.336439,2716,SINGLE_FAMILY,Listing by: 315 Realty Partners,315-303-3500,https://www.zillow.com/homedetails/91-Oswego-St-Baldwinsville-NY-13027/31739667_zpid/,https://photos.zillowstatic.com/fp/9f6e7b2e2c06bea5edfa992a45ff6979-p_e.jpg,"$299,900"
31791147,House for sale,"22 Oak Ln, Middletown, NY 10940",3,2.0,41.42335,-74.437564,1410,SINGLE_FAMILY,"Listing by: Curasi Realty, Inc.",N/A,https://www.zillow.com/homedetails/22-Oak-Ln-Middletown-NY-10940/31791147_zpid/,https://photos.zillowstatic.com/fp/c314b89b99d26979c6479e1c9895fa72-p_e.jpg,"$264,900"
2076710336,Condo for sale,"303 E 57th St APT 44G, New York, NY 10022",3,4.0,40.759498,-73.964599,3300,CONDO,Listing by: Bohemia Realty Group,212-663-6215 x116,https://www.zillow.com/homedetails/303-E-57th-St-APT-44G-New-York-NY-10022/2076710336_zpid/,https://photos.zillowstatic.com/fp/d74abdddaf3f333b469d62e3c05bf489-p_e.jpg,"$550,000"
59604713,House for sale,"45 Rosevale Ave, Ronkonkoma, NY 11779",4,3.0,40.818307,-73.120201,2059,SINGLE_FAMILY,Listing by: Douglas Elliman Real Estate,N/A,https://www.zillow.com/homedetails/45-Rosevale-Ave-Ronkonkoma-NY-11779/59604713_zpid/,https://photos.zillowstatic.com/fp/21f16cb5b55f39ae1cbb09740f8ec363-p_e.jpg,"$475,000"
30554628,House for sale,"204 N Main St, Black River, NY 13612",3,2.0,44.018143,-75.789476,2346,SINGLE_FAMILY,Listing by: All American Real Estate NNY LLC,315-681-6914,https://www.zillow.com/homedetails/204-N-Main-St-Black-River-NY-13612/30554628_zpid/,https://photos.zillowstatic.com/fp/daf1bcb0861a2d4e5e80384ee50858ff-p_e.jpg,"$249,900"
32632861,House for sale,"41 Peacock Ln, North Babylon, NY 11703",5,4.0,40.724093,-73.326055,3000,SINGLE_FAMILY,Listing by: Signature Premier Properties,N/A,https://www.zillow.com/homedetails/41-Peacock-Ln-North-Babylon-NY-11703/32632861_zpid/,https://photos.zillowstatic.com/fp/2d2150f74d6d5888dc5ca109e9010500-p_e.jpg,"$639,000"
30871048,House for sale,"55 Erion Cres, Rochester, NY 14607",4,2.0,43.159569,-77.590368,1680,SINGLE_FAMILY,Listing by: Keller Williams Realty Buffalo,716-832-3300,https://www.zillow.com/homedetails/55-Erion-Cres-Rochester-NY-14607/30871048_zpid/,https://photos.zillowstatic.com/fp/6248eab4b7a206ed8a14be8f30e23cae-p_e.jpg,"$200,000"
29920325,House for sale,"328 E Main St, Fredonia, NY 14063",4,3.0,42.447786,-79.315837,1848,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Fredonia,716-673-1800,https://www.zillow.com/homedetails/328-E-Main-St-Fredonia-NY-14063/29920325_zpid/,https://photos.zillowstatic.com/fp/007b1e556ef2eae0cb72c209053a1152-p_e.jpg,"$184,900"
2087859291,House for sale,"11266 State Route 32, Greenville, NY 12083",4,2.0,42.41675,-74.021792,1914,SINGLE_FAMILY,Listing by: Coldwell Banker Prime Prop,518-966-4900,https://www.zillow.com/homedetails/11266-State-Route-32-Greenville-NY-12083/2087859291_zpid/,https://photos.zillowstatic.com/fp/358d26dc3581ce7f057786368e10e1d8-p_e.jpg,"$178,800"
2070790078,House for sale,"4620 Beaver Meadow Rd #SS, Vernon, NY 13476",3,3.0,43.086075,-75.479946,2472,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA,315-363-5533,https://www.zillow.com/homedetails/4620-Beaver-Meadow-Rd-SS-Vernon-NY-13476/2070790078_zpid/,https://photos.zillowstatic.com/fp/04b29c50f8571a466255de6d281f3afd-p_e.jpg,"$239,000"
62618077,House for sale,"46 Dean St, Islandia, NY 11749",4,4.0,40.801211,-73.167851,2447,SINGLE_FAMILY,Listing by: Douglas Elliman Real Estate,N/A,https://www.zillow.com/homedetails/46-Dean-St-Islandia-NY-11749/62618077_zpid/,https://photos.zillowstatic.com/fp/41068268326443f81c86f2de950b4873-p_e.jpg,"$525,000"
119912033,Condo for sale,"303 E 57th St APT 32B, New York, NY 10022",2,3.0,40.759367,-73.96505,1800,CONDO,Listing by: Brown Harris Stevens,212-381-3372,https://www.zillow.com/homedetails/303-E-57th-St-APT-32B-New-York-NY-10022/119912033_zpid/,https://photos.zillowstatic.com/fp/1e71b46abea77c70303f76af0886cc30-p_e.jpg,"$420,000"
219598323,House for sale,"7162 W Main St, Lima, NY 14485",4,3.0,42.903012,-77.618934,1540,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-279-8200,https://www.zillow.com/homedetails/7162-W-Main-St-Lima-NY-14485/219598323_zpid/,https://photos.zillowstatic.com/fp/7ce06cb4927ac0538002804f2fdcc26a-p_e.jpg,"$189,900"
31886035,House for sale,"1216 Hook Rd, Farmington, NY 14425",3,2.0,42.97619,-77.34915,1222,SINGLE_FAMILY,Listing by: RE/MAX Realty Group,585-248-0250,https://www.zillow.com/homedetails/1216-Hook-Rd-Farmington-NY-14425/31886035_zpid/,https://photos.zillowstatic.com/fp/a91cc581570c3a7cf302581beceabf64-p_e.jpg,"$170,000"
29665806,House for sale,"72 Remley Ln, Westerlo, NY 12193",2,1.0,42.578342,-74.072165,1222,SINGLE_FAMILY,Listing by: Howard Hanna,518-371-4500,https://www.zillow.com/homedetails/72-Remley-Ln-Westerlo-NY-12193/29665806_zpid/,https://photos.zillowstatic.com/fp/85b35670e9ceb51a6e79c2c15120d645-p_e.jpg,"$299,900"
119165172,House for sale,"2950 Algerine St, Stanley, NY 14561",3,2.0,42.888101,-77.146128,1754,SINGLE_FAMILY,Listing by: Century 21 Steve Davoli RE,315-789-4569,https://www.zillow.com/homedetails/2950-Algerine-St-Stanley-NY-14561/119165172_zpid/,https://photos.zillowstatic.com/fp/3adada944c5659e6204c0008ad4c1fae-p_e.jpg,"$149,900"
29887123,House for sale,"745 Washington Ave, Dunkirk, NY 14048",3,2.0,42.47582,-79.331789,1452,SINGLE_FAMILY,Listing by: Midtown Realty,716-672-2323,https://www.zillow.com/homedetails/745-Washington-Ave-Dunkirk-NY-14048/29887123_zpid/,https://photos.zillowstatic.com/fp/504cccd6e9661ce9bd0be30146245a43-p_e.jpg,"$94,900"
30977205,House for sale,"25 Aragon Ave, Rochester, NY 14622",3,2.0,43.221894,-77.550512,1300,SINGLE_FAMILY,Listing by: Geraci Realty,585-737-6129,https://www.zillow.com/homedetails/25-Aragon-Ave-Rochester-NY-14622/30977205_zpid/,https://photos.zillowstatic.com/fp/0cb9a7759a3b4bdfe03bd7d2a6217809-p_e.jpg,"$129,900"
66461432,House for sale,"6 Macintosh St, Ravena, NY 12143",4,2.0,42.46919,-73.868576,1800,SINGLE_FAMILY,Listing by: 518 Realty.Com Inc,518-456-6518,https://www.zillow.com/homedetails/6-Macintosh-St-Ravena-NY-12143/66461432_zpid/,https://photos.zillowstatic.com/fp/59727d41aad9406a18199352db90d271-p_e.jpg,"$239,000"
2070786291,House for sale,"4 Cherrywood Rdg, Holland, NY 14080",3,2.0,42.679,-78.568625,2285,SINGLE_FAMILY,Listing by: Trank Real Estate,716-655-1611,https://www.zillow.com/homedetails/4-Cherrywood-Rdg-Holland-NY-14080/2070786291_zpid/,https://photos.zillowstatic.com/fp/e5d1d27221ebef141676d7da034f39be-p_e.jpg,"$340,000"
237552891,House for sale,"18 Winding Brook Dr, Fairport, NY 14450",3,3.0,43.088665,-77.438555,1834,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester,585-362-8900,https://www.zillow.com/homedetails/18-Winding-Brook-Dr-Fairport-NY-14450/237552891_zpid/,https://photos.zillowstatic.com/fp/44246f390f3513ecc880140d53977bbc-p_e.jpg,"$229,900"
32851106,House for sale,"866 Lattintown Rd, Marlborough, NY 12547",3,2.0,41.663261,-74.002048,2160,SINGLE_FAMILY,Listing by: Howard Hanna Rand Realty,N/A,https://www.zillow.com/homedetails/866-Lattintown-Rd-Marlborough-NY-12547/32851106_zpid/,https://photos.zillowstatic.com/fp/0688ea9de9ac8e82a8acf3676a1a1bce-p_e.jpg,"$319,900"
2070780229,House for sale,"8910 Route 414, Lodi, NY 14860",3,1.0,42.591923,-76.843778,1196,SINGLE_FAMILY,Listing by: Ken Benedict R.E. & Appraisals,607-387-3830,https://www.zillow.com/homedetails/8910-Route-414-Lodi-NY-14860/2070780229_zpid/,https://photos.zillowstatic.com/fp/6608e2f8c12192353886d128b25ff7ce-p_e.jpg,"$64,900"
2070834348,House for sale,"25 Terrace Dr, Fairport, NY 14450",4,3.0,43.099255,-77.46642,2090,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-279-8200,https://www.zillow.com/homedetails/25-Terrace-Dr-Fairport-NY-14450/2070834348_zpid/,https://photos.zillowstatic.com/fp/647ffd1fa64d50a291117e0f2a23ab19-p_e.jpg,"$274,500"
33029695,House for sale,"19 Biltom Rd, White Plains, NY 10607",3,2.0,41.043791,-73.832673,1698,SINGLE_FAMILY,Listing by: Houlihan Lawrence Inc.,N/A,https://www.zillow.com/homedetails/19-Biltom-Rd-White-Plains-NY-10607/33029695_zpid/,https://photos.zillowstatic.com/fp/6df1bc178dcdacfc81271fcd647b4465-p_e.jpg,"$450,000"
31586435,House for sale,"8043 Benson Rd, Holland Patent, NY 13354",4,2.0,43.251212,-75.290241,3744,SINGLE_FAMILY,Listing by: HUNT REAL ESTATE ERA Oneida,315-363-5533,https://www.zillow.com/homedetails/8043-Benson-Rd-Holland-Patent-NY-13354/31586435_zpid/,https://photos.zillowstatic.com/fp/600f7553ebb9d1dc9272453a88a8a3e4-p_e.jpg,"$90,000"
30024504,House for sale,"3238 Gracie Rd, Cortland, NY 13045",3,2.0,42.564208,-76.247842,1196,SINGLE_FAMILY,Listing by: Hage Real Estate,607-753-6766,https://www.zillow.com/homedetails/3238-Gracie-Rd-Cortland-NY-13045/30024504_zpid/,https://photos.zillowstatic.com/fp/530119aa76f405e9e7813c499fc2f6ad-p_e.jpg,"$180,000"
29887038,House for sale,"728 Park Ave, Dunkirk, NY 14048",3,2.0,42.476954,-79.329443,1644,SINGLE_FAMILY,Listing by: Howard Hanna,716-648-7700,https://www.zillow.com/homedetails/728-Park-Ave-Dunkirk-NY-14048/29887038_zpid/,https://photos.zillowstatic.com/fp/6cc7a158ba08879feec38a9b964552fe-p_e.jpg,"$96,900"
30961349,House for sale,"150 Stone Rd, Pittsford, NY 14534",4,3.0,43.078499,-77.576491,2594,SINGLE_FAMILY,Listing by: Howard Hanna,585-334-1020,https://www.zillow.com/homedetails/150-Stone-Rd-Pittsford-NY-14534/30961349_zpid/,https://photos.zillowstatic.com/fp/d90be47187767a0817a0b3f1f81ee2c3-p_e.jpg,"$399,900"
31060663,House for sale,"2051 Wagners Hollow Rd, Fort Plain, NY 13339",3,1.0,42.958347,-74.611071,1928,SINGLE_FAMILY,Listing by: EULER RICHARD R,518-673-3677,https://www.zillow.com/homedetails/2051-Wagners-Hollow-Rd-Fort-Plain-NY-13339/31060663_zpid/,https://photos.zillowstatic.com/fp/cccb3166f2e81c90b263aac0f6f281e1-p_e.jpg,"$199,000"
2070934758,House for sale,"43 N Shore Rd, Phoenix, NY 13135",2,3.0,43.203077,-76.279651,1680,SINGLE_FAMILY,Listing by: Century 21 Tucci Realty,315-458-9000,https://www.zillow.com/homedetails/43-N-Shore-Rd-Phoenix-NY-13135/2070934758_zpid/,https://photos.zillowstatic.com/fp/12482ff1fa35af08d31f6984340db1af-p_e.jpg,"$220,000"
32911468,House for sale,"5757 Lincoln Rd, Ontario, NY 14519",3,2.0,43.208514,-77.346719,1720,SINGLE_FAMILY,Listing by: Howard Hanna,315-524-2331,https://www.zillow.com/homedetails/5757-Lincoln-Rd-Ontario-NY-14519/32911468_zpid/,https://photos.zillowstatic.com/fp/6b149c46f52e90cb69329cfb014757ac-p_e.jpg,"$219,900"
30816473,House for sale,"34 Murray St, Mount Morris, NY 14510",4,2.0,42.722866,-77.876058,2056,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-279-8200,https://www.zillow.com/homedetails/34-Murray-St-Mount-Morris-NY-14510/30816473_zpid/,https://photos.zillowstatic.com/fp/f8a786aabe756299a7497a3e0e2a2b23-p_e.jpg,"$109,900"
208998247,House for sale,"19707 Minkler Rd, Adams Center, NY 13606",3,3.0,43.846787,-75.976607,1928,SINGLE_FAMILY,Listing by: Keller Williams Northern New York,315-459-6619,https://www.zillow.com/homedetails/19707-Minkler-Rd-Adams-Center-NY-13606/208998247_zpid/,https://photos.zillowstatic.com/fp/35d56a9c742a2950e6b2c726d96c333a-p_e.jpg,"$349,900"
53755242,House for sale,"802 Emery St, Fulton, NY 13069",5,3.0,43.324443,-76.404984,3158,SINGLE_FAMILY,Listing by: Century 21 Leah's Signature,315-598-1165,https://www.zillow.com/homedetails/802-Emery-St-Fulton-NY-13069/53755242_zpid/,https://photos.zillowstatic.com/fp/cfa65ad60b5beaddcedece21da39e324-p_e.jpg,"$139,900"
31899888,House for sale,"33 Webster Ave, Victor, NY 14564",4,3.0,42.98389,-77.408358,2722,SINGLE_FAMILY,Listing by: Howard Hanna,585-381-4400,https://www.zillow.com/homedetails/33-Webster-Ave-Victor-NY-14564/31899888_zpid/,https://photos.zillowstatic.com/fp/82d5c07c092b17662d05d515e3c8eda5-p_e.jpg,"$259,900"
30822805,House for sale,"2875 Main St, Piffard, NY 14533",3,1.0,42.861196,-77.887153,1104,SINGLE_FAMILY,"Listing by: eXp Realty, LLC",888-276-0630,https://www.zillow.com/homedetails/2875-Main-St-Piffard-NY-14533/30822805_zpid/,https://photos.zillowstatic.com/fp/9ac402478e12c87881f88c695724dfb7-p_e.jpg,"$139,900"
2071011997,House for sale,"174 Triphammer Rd, Greene, NY 13778",5,2.0,42.334062,-75.79853,1848,SINGLE_FAMILY,Listing by: D T Ogden Real Estate,N/A,https://www.zillow.com/homedetails/174-Triphammer-Rd-Greene-NY-13778/2071011997_zpid/,https://photos.zillowstatic.com/fp/f172d81e412f59576ea09f298d3bac7b-p_e.jpg,"$199,900"
30816777,House for sale,"90 Stanley St, Mount Morris, NY 14510",3,2.0,42.719779,-77.874176,1230,SINGLE_FAMILY,Listing by: RE/MAX Hometown Choice,585-335-8230,https://www.zillow.com/homedetails/90-Stanley-St-Mount-Morris-NY-14510/30816777_zpid/,https://photos.zillowstatic.com/fp/d0421ee790744639b4ae2a8de565a725-p_e.jpg,"$89,900"
32473963,House for sale,"1111 Baker Ave, Schenectady, NY 12309",3,2.0,42.808196,-73.904847,1960,SINGLE_FAMILY,"Listing by: Fortune Realty Group, LLC",518-858-2627,https://www.zillow.com/homedetails/1111-Baker-Ave-Schenectady-NY-12309/32473963_zpid/,https://photos.zillowstatic.com/fp/098a9003d3a446e64e7d905996893e9f-p_e.jpg,"$209,900"
30441697,House for sale,"1052 E Main St, Burke, NY 12917",4,2.0,44.904202,-74.167651,2135,SINGLE_FAMILY,Listing by: North Country Realty,518-483-0800,https://www.zillow.com/homedetails/1052-E-Main-St-Burke-NY-12917/30441697_zpid/,https://photos.zillowstatic.com/fp/02a964b445eb33fe34a26966becfa745-p_e.jpg,"$89,500"
71205143,House for sale,"1418 Honeysuckle Trl, Ontario, NY 14519",3,3.0,43.220138,-77.314089,1728,SINGLE_FAMILY,Listing by: Tru Agent Real Estate,585-362-6810,https://www.zillow.com/homedetails/1418-Honeysuckle-Trl-Ontario-NY-14519/71205143_zpid/,https://photos.zillowstatic.com/fp/cd5e5e184f610cda14b273ba20ebfc74-p_e.jpg,"$275,000"
32456427,House for sale,"10 Sage Rd, Waterford, NY 12188",3,2.0,42.815392,-73.697264,1584,SINGLE_FAMILY,Listing by: Century 21 Rural Estates,518-895-2902,https://www.zillow.com/homedetails/10-Sage-Rd-Waterford-NY-12188/32456427_zpid/,https://photos.zillowstatic.com/fp/470fddd94a8242d7ac405b26df0072f0-p_e.jpg,"$282,900"
31908687,House for sale,"227 Willow Dr, Mahopac, NY 10541",2,2.0,41.377499,-73.791707,2120,SINGLE_FAMILY,Listing by: RE/MAX Classic Realty,N/A,https://www.zillow.com/homedetails/227-Willow-Dr-Mahopac-NY-10541/31908687_zpid/,https://photos.zillowstatic.com/fp/3372b439a49236486574b7acaf7ee004-p_e.jpg,"$399,000"
2071175338,House for sale,"625 Route 32a, Palenville, NY 12463",4,2.0,42.170913,-74.01684,1800,SINGLE_FAMILY,Listing by: Grist Mill Real Estate,845-246-3200,https://www.zillow.com/homedetails/625-Route-32a-Palenville-NY-12463/2071175338_zpid/,https://photos.zillowstatic.com/fp/8e405daacbd1bd3611cd08be81e434f4-p_e.jpg,"$91,800"
53772193,House for sale,"5614 Norman Ave, Mexico, NY 13114",3,2.0,43.458346,-76.236415,1308,SINGLE_FAMILY,Listing by: Keller Williams Syracuse,315-701-6900,https://www.zillow.com/homedetails/5614-Norman-Ave-Mexico-NY-13114/53772193_zpid/,https://photos.zillowstatic.com/fp/c9d88fed3f3c44280ed871197a6118ca-p_e.jpg,"$109,900"
31647867,House for sale,"14 Orchard St, Holley, NY 14470",4,2.0,43.227391,-78.029973,1900,SINGLE_FAMILY,Listing by: Howard Hanna,585-223-9000,https://www.zillow.com/homedetails/14-Orchard-St-Holley-NY-14470/31647867_zpid/,https://photos.zillowstatic.com/fp/0ff2f6e5325c050b46a0a92c287ef63d-p_e.jpg,"$189,900"
31008130,House for sale,"2175 Nine Mile Point Rd, Fairport, NY 14450",3,2.0,43.126128,-77.441768,1568,SINGLE_FAMILY,"Listing by: Debbie Fisher Hometown Realty, LLC",315-548-9564,https://www.zillow.com/homedetails/2175-Nine-Mile-Point-Rd-Fairport-NY-14450/31008130_zpid/,https://photos.zillowstatic.com/fp/0b3e5e512c129bfb717e3d8b775d9a84-p_e.jpg,"$215,000"
30313240,House for sale,"4260 Fireside Dr, Williamsville, NY 14221",3,2.0,42.962921,-78.674782,2421,SINGLE_FAMILY,Listing by: Howard Hanna,716-634-4200,https://www.zillow.com/homedetails/4260-Fireside-Dr-Williamsville-NY-14221/30313240_zpid/,https://photos.zillowstatic.com/fp/23beecb3d465a67fc53ffbfed66e0855-p_e.jpg,"$299,900"
32546524,House for sale,"3264 State Highway 310, Norfolk, NY 13667",2,1.0,44.779144,-75.050781,956,SINGLE_FAMILY,"Listing by: Trego Realty Group, LLC",315-842-0266,https://www.zillow.com/homedetails/3264-State-Highway-310-Norfolk-NY-13667/32546524_zpid/,https://photos.zillowstatic.com/fp/c2baf56d57699d9e76a9e542198ef85d-p_e.jpg,"$90,000"
32441550,House for sale,"112 Saratoga Ave, Ballston Spa, NY 12020",4,2.0,43.010753,-73.845828,1544,SINGLE_FAMILY,Listing by: Keller Williams Capital Dist,518-724-5800,https://www.zillow.com/homedetails/112-Saratoga-Ave-Ballston-Spa-NY-12020/32441550_zpid/,https://photos.zillowstatic.com/fp/3849efdcb3b59a5531eb56b1d52908a2-p_e.jpg,"$240,000"
30142625,House for sale,"2519 South Ave, Wappingers Falls, NY 12590",3,2.0,41.589421,-73.92152,2017,SINGLE_FAMILY,Listing by: Houlihan Lawrence Inc. Lg,845-473-9770,https://www.zillow.com/homedetails/2519-South-Ave-Wappingers-Falls-NY-12590/30142625_zpid/,https://photos.zillowstatic.com/fp/9e4b93d0eb17d41fd1a0c41f32269dd3-p_e.jpg,"$319,900"
31891181,House for sale,"3283 Smith Rd, Canandaigua, NY 14424",3,2.0,42.870148,-77.229401,1460,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-279-8200,https://www.zillow.com/homedetails/3283-Smith-Rd-Canandaigua-NY-14424/31891181_zpid/,https://photos.zillowstatic.com/fp/e707fed590a1656a056e4a9e9771bb9e-p_e.jpg,"$250,000"
